,Aech,Cpla,Dqua,Hsal,Obir,Orug,Sinv,Dqua_baseMean,Dqua_log2FoldChange,Dqua_lfcSE,Dqua_padj,Orug_baseMean,Orug_log2FoldChange,Orug_lfcSE,Orug_padj,Hsal_baseMean,Hsal_log2FoldChange,Hsal_lfcSE,Hsal_padj,Cpla_baseMean,Cpla_log2FoldChange,Cpla_lfcSE,Cpla_padj,Obir_baseMean,Obir_log2FoldChange,Obir_lfcSE,Obir_padj,Sinv_baseMean,Sinv_log2FoldChange,Sinv_lfcSE,Sinv_padj,Aech_baseMean,Aech_log2FoldChange,Aech_lfcSE,Aech_padj
497,Aech|LOC105146135,Cpla|SGF53700,Dqua|LOC106743062,Hsal|LOC105189013,Obir|LOC105283114,Orug|SGF71699,Sinv|LOC105206232,309.354295643238,0.852376493845492,0.377692647307348,0.20351816911856305,14.382803254520304,-2.8726806972624304,0.7527577797927091,0.000891978151092231,168.826429362483,-0.0403942379998503,0.20511134598693104,0.984874295397627,429.00972251419404,-0.0155422461378385,0.13081247073643,0.941405482267137,711.008087037854,0.343025962614524,0.2212541231611881,0.4474490837671949,12.8257403808962,0.26317770380501604,0.204500663790132,0.34397271771103194,144.37856099952802,-0.0986370303809676,0.357447063268158,0.8863551058210529
510,Aech|LOC105153565,Cpla|SGF65599,Dqua|LOC106740910,Hsal|LOC105191186,Obir|LOC105274765,Orug|SGF78432,Sinv|LOC105201414,156.937394449862,0.640134585935554,0.337010204692123,0.32081786674748103,1159.48585241103,-0.4284750628366621,0.149384965775871,0.0155981658242833,667.889186937601,0.28819613632399393,0.133614440653821,0.5675760408558741,1576.67616137797,0.16452023089812698,0.0581923140482078,0.0154795547529908,586.951445262979,-0.16129722770900198,0.18237033601156305,0.730010816446821,222.059394649081,0.0603261498854484,0.0869154823670215,0.646378887364713,996.8918420106688,-0.709599652123356,0.2350016510007961,0.0161623577442333
519,Aech|LOC105146307,Cpla|SGF62233,Dqua|LOC106746226,Hsal|LOC105191919,Obir|LOC105285243,Orug|SGF60068,Sinv|LOC105198088,4535.14926367534,0.7689583864612809,0.365551726148207,0.25001556819604603,15.0686526231812,-0.38151072881406106,0.514272192975875,0.60430491268729,634.28018584473,-0.803713075020158,0.30707645815711404,0.368941077244731,18.817123854774398,0.504398713968569,0.34209889311964303,0.244187150916063,137.816209220742,0.28431148800390804,0.24206484080490304,0.6168569819678029,11.601467408141401,2.2390698838509704,0.322751409384836,1.29838383138623e-10,275.471358127222,1.92917794938412,0.40927376536055,4.2037230804161405e-05
527,Aech|LOC105153674,Cpla|SGF65383,Dqua|LOC106744466,Hsal|LOC105182483,Obir|LOC105283927,Orug|SGF63331,Sinv|LOC105207894,24138.070147922997,0.768769035461126,0.307933001882268,0.14439857483562804,4290.42783591084,0.239463608227225,0.138987431825261,0.17626070190319698,19425.0699399732,0.14198640333488,0.179660755742441,0.920006260722662,7199.20495884653,0.124984098634383,0.121680786622373,0.443218494587346,110454.28610589901,0.0959240651117004,0.160962016371074,0.83914589626813,12405.160365269,0.608196212207172,0.0914773420945588,8.391716822392097e-10,46653.8352611616,0.8227946525786941,0.214945912457118,0.00133020455540592
528,Aech|LOC105143928,Cpla|SGF60740,Dqua|LOC106747343,Hsal|LOC105182271,Obir|LOC105274925,Orug|SGF78560,Sinv|LOC105201619,344.93763284882004,-0.982281517519058,0.335600723631571,0.067542125997362,8.78672769308489,-0.611319412010917,0.7216473683106729,0.547774500475911,24.4453460449728,-0.40622424541322905,0.243327079745354,0.750964027635782,14.2507485270537,0.111471486687046,0.30659613357215804,0.807069108461567,13.405608270215199,-0.324997351502063,0.24094514050687105,,20.9229288358713,-1.3753856691539899,0.33006644154147496,0.000234216387245069,532.268425253919,-0.544208835539561,0.529212129193253,0.518593773037618
549,Aech|LOC105147934,Cpla|SGF47915,Dqua|LOC106747788,Hsal|LOC105182795,Obir|LOC105276835,Orug|SGF77141,Sinv|LOC105203111,570.041837234338,0.362258990376374,0.352780823081201,0.6648467918691829,17.560840510144597,-0.53461823307651,0.522303087120797,0.455753597129666,76.1749986326726,0.23487831093420106,0.245808263729883,0.8863492489895451,17.036862408631002,-1.9042944170848701,0.594810262341194,0.00551296898186617,112.660792458188,-0.0321128294765072,0.224646078826682,0.969576430646052,7.4829548650179305,0.0214882941514511,0.274138324686311,0.9645708939016999,36.736014970377,1.72648956384893,0.462145091642819,
557,Aech|LOC105143639,Cpla|SGF60170,Dqua|LOC106749101,Hsal|LOC105184107,Obir|LOC105286259,Orug|SGF64438,Sinv|LOC105197994,3.2050242351808196,0.36149556199023997,0.3888148019560929,,17.7777973369272,-0.338754770989097,0.30939212277105105,0.421021978301801,1.5990021665855,0.10379138792305098,0.364210566107572,,0.21844828219738305,-0.432714759101754,0.467176949443601,,17.3637662579583,0.601180722612268,0.24215915585485198,,3.7366391194863904,0.143620713761858,0.3015246165472489,0.7626085291211179,37.8003910863241,-0.098119756406904,0.2873621062181789,0.8586168840268721
571,Aech|LOC105154461,Cpla|SGF50253,Dqua|LOC106749067,Hsal|LOC105187223,Obir|LOC105278107,Orug|SGF69988,Sinv|LOC105204563,1088.80300511595,0.0403454744801091,0.19422092509392605,0.9446776069013899,195.215018387286,0.10224499715881097,0.132259969349594,0.587186953823876,66.5295564955689,-0.132733613224544,0.271242069632186,0.9533110237944952,414.191757808456,0.249397428643034,0.0725268842160195,0.0026745172920846,2905.34572842615,0.14076897032618899,0.15442091240215602,0.72071862460126,716.952299004318,0.3122731540938869,0.0618465307470868,5.4497069039958395e-06,624.644443804396,0.0509548973423026,0.164693881759639,0.873152234155466
573,Aech|LOC105154463,Cpla|SGF59660,Dqua|LOC106744825,Hsal|LOC105187203,Obir|LOC105275379,Orug|SGF69580,Sinv|LOC105204562,3250.75345185755,0.0704983525749362,0.264792650436379,0.9256281615216412,2992.3921341890505,0.32354445793871506,0.0911162592734591,0.00216368175411078,51.9961095461854,-0.237342620853122,0.35253652301824706,0.93816211895778,2102.01299361975,0.227081391284284,0.0537434718644799,0.000175130682166627,4313.9312196151795,0.36453082139091103,0.14902259051713598,0.12229371383991901,1024.67201322902,0.196310547454973,0.051086264038930004,0.000778502755326905,991.4365410590492,0.152305284948319,0.18809762772162605,0.6307422902511179
574,Aech|LOC105153257,Cpla|SGF47734,Dqua|LOC106744733,Hsal|LOC105185845,Obir|LOC105282733,Orug|SGF81013,Sinv|LOC105194402,18024.4043369574,-0.37767203533182003,0.2823816437337669,0.5319329501086121,508.43717179202906,-0.0181894301417974,0.14185434132426,0.9348310136445992,413.711151421947,-0.28673954701048804,0.109663652032311,0.369201806327826,1286.9900624791196,0.15650777004112,0.0893521664906099,0.15686818015923498,4025.63594071625,-0.14834093869040502,0.14523048351606,0.6811665707415071,627.0228643817289,-0.0867958608877392,0.122115574079866,0.636460463378059,9529.1828652373,0.878513267788148,0.260899367472813,0.00598546259274285
575,Aech|LOC105149806,Cpla|SGF55432,Dqua|LOC106751090,Hsal|LOC105184635,Obir|LOC105278834,Orug|SGF80426,Sinv|LOC105194594,1027.54245525836,0.0407798574015148,0.201190903281024,0.946430195655261,554.293458839606,0.11647890805764301,0.102903503089724,0.404042550452923,371.18003604118894,0.105265229236292,0.127217808106263,0.91087290379978,490.115845188367,0.18710540636110998,0.0703050649694315,0.0235924344334237,1156.7437316647,0.304233314266236,0.15749850497385298,0.27912229894136603,146.628076798794,0.762525803393435,0.10374713568004597,7.85669124860357e-12,758.822279005374,-0.110613929681226,0.180696304614929,0.7269954293089991
581,Aech|LOC105149585,Cpla|SGF65400,Dqua|LOC106747157,Hsal|LOC105191941,Obir|LOC105284062,Orug|SGF74078,Sinv|LOC105204027,48795.5500081442,0.8825009252502629,0.378977872846957,0.184794439655749,16533.9816983477,0.22285863368620892,0.11301084117744804,0.11403742397000098,13124.734958750501,-0.0854545499889507,0.11003158046882,0.925367423942868,14767.8441413897,-0.0010433600242769699,0.0599923560799466,0.9909492807577572,21650.3501404463,-0.707384571999021,0.182115720764882,0.0033639350891313397,4281.8521141988895,-0.248873007709077,0.0728565445885991,0.00325152766319512,64407.5428247788,-0.136773378278425,0.18814175284619,0.6703804995002289
582,Aech|LOC105154650,Cpla|SGF63675,Dqua|LOC106751241,Hsal|LOC105190275,Obir|LOC105285665,Orug|SGF64810,Sinv|LOC105208102,832.3407321516852,0.506543562839123,0.31221605034517796,0.422672733958524,1604.5878159393399,0.358934217978383,0.13645955575499902,0.0283437580251345,1047.00038114229,-0.0405204017177685,0.16993597258266102,0.978060166533172,480.064495812624,0.39304159766548297,0.103967254357917,0.000869667653823134,1799.50674147068,0.12280720936422501,0.1802576046519561,0.810345885430905,362.637351599244,0.505450649085557,0.147331988782169,0.00310215277352097,1070.66927253758,0.956365121697394,0.209340376682311,7.75799838505906e-05
599,Aech|LOC105151815,Cpla|SGF59539,Dqua|LOC106747405,Hsal|LOC105189822,Obir|LOC105277979,Orug|SGF79658,Sinv|LOC105200798,368.15530562050003,0.21101540490961201,0.32740431483360605,0.8016487268248671,251.08850539857897,0.558586123400929,0.42783935548462704,0.32518424937969304,706.3510156293062,-0.350987099163183,0.104356083359257,0.108745626013709,770.970738906259,0.130649011441914,0.0667347100843726,0.108112771724062,411.834263727232,0.36418420402421003,0.19569523135463301,0.30975115886170196,116.58455208985599,2.1495547572327096,0.27916718344311797,6.339094235107261e-13,1241.88290216092,1.04137216507785,0.17110920482046602,4.94792293531711e-08
618,Aech|LOC105142948,Cpla|SGF51972,Dqua|LOC106742278,Hsal|LOC105191965,Obir|LOC105287272,Orug|SGF85689,Sinv|LOC105195714,3602.6913391360204,-0.0842341913895609,0.179955259853618,0.8618010318507908,3943.1347356920396,0.0135756516330266,0.0651855931845474,0.892344261056768,2117.9236708461103,-0.066388911974757,0.121045339950934,0.9472668119676658,3017.0604541183397,0.0458064044329334,0.0593900368072345,0.5807193006030229,8797.61436818961,-0.20974190126922101,0.12813727177333,0.40576025571318397,2033.0598851362304,-0.25359216925829003,0.0580792450954533,0.000106347560543608,5910.276792598629,-0.089274335222788,0.138574838403656,0.711119219232199
624,Aech|LOC105153920,Cpla|SGF56459,Dqua|LOC106750741,Hsal|LOC105190547,Obir|LOC105280683,Orug|SGF66603,Sinv|LOC105203582,1880.8747817728,-0.0180117617584706,0.226651815810716,0.980242000657263,423.28857876263703,0.380154729796951,0.10916504800071901,0.00270123278277197,79.2433755705089,-0.159027879587945,0.2504980932319,0.94472420489192,676.984601763212,0.201917398992072,0.0567452308093216,0.0018289102000206,1370.50899834489,0.0546520465111661,0.13991499291626,0.911927600289744,88.40086885549591,0.0809497457944282,0.10306865132972501,0.595788126465285,900.270227151561,0.243302777384375,0.181409789584059,0.37351788440176703
626,Aech|LOC105154074,Cpla|SGF47487,Dqua|LOC106745035,Hsal|LOC105192453,Obir|LOC105283572,Orug|SGF60565,Sinv|LOC105201021,1239.05864552696,0.603057628781791,0.27942991856759497,0.23143679300394798,1213.69436217116,-0.0588478713167129,0.14900716208018694,0.793164753875705,1065.73470934822,-0.132540015024248,0.171627125645542,0.925380920292488,1294.9231380153901,0.32954006531277197,0.140738445716447,0.0495213080769986,2595.66269256214,0.18909302197867608,0.150181053316164,0.5743025277663599,702.496072217817,0.7463605486572379,0.10579680904866601,5.91040365395744e-11,535.312845541141,1.54626393883199,0.216084365227498,6.96952894634656e-11
628,Aech|LOC105154344,Cpla|SGF57615,Dqua|LOC106747371,Hsal|LOC105189189,Obir|LOC105283394,Orug|SGF63309,Sinv|LOC105205015,5847.116658175461,-0.13385582807874302,0.153645335486047,0.720943769269101,899.67921494702,0.20667234253584602,0.11373735321117301,0.15067016495576802,310.743481562953,-0.18807193786418505,0.128862203053321,0.803559575385145,1750.78504408404,0.17098449567283305,0.0614098764449981,0.0173192808646944,3768.51385647302,-0.0481035980181604,0.140153617468566,0.926899155470725,439.18528235646795,0.0370276745775351,0.0849750022441266,0.7855691556776729,1406.5310164511902,-0.0313314786949843,0.17779292296973498,0.928217501247885
638,Aech|LOC105147488,Cpla|SGF58567,Dqua|LOC106744092,Hsal|LOC105184288,Obir|LOC105276984,Orug|SGF69250,Sinv|LOC105197056,1173.39618674404,0.6737484681162099,0.3060314128937,0.21949200816311396,265.393356106867,-0.4893648908042539,0.272212300999973,0.15576171248598006,707.364259279376,-0.175482222771914,0.191537944572562,0.894007084984909,1127.39578630518,0.0595237968840584,0.11423501139405001,0.720478083021857,141.353423598371,-0.534574414489894,0.19021201002531696,0.0600160946140625,175.486817991241,0.17292937569934902,0.131747577597402,0.33302373387717704,799.9410360722591,0.227634712618844,0.250799489966955,0.578587659320625
639,Aech|LOC105151056,Cpla|SGF49788,Dqua|LOC106746856,Hsal|LOC105181547,Obir|LOC105276718,Orug|SGF82175,Sinv|LOC105195447,8057.236149159709,0.188427086665724,0.191782267831332,0.684604368122744,1091.64048323356,0.300751201060905,0.145968731340861,0.0962086536621826,502.0364594748629,-0.31038606228756704,0.214730007408222,0.808748942862987,183.68434473009498,0.465117103986191,0.11651314684231,0.000411967353908384,1452.82206634491,-0.0557515722926673,0.15814765867778902,0.9240039706128779,1190.75802752438,0.42034780899701296,0.0879480137683338,1.8506167112440197e-05,2291.26310930592,0.7075457690473319,0.262517214337265,0.0368594992553422
648,Aech|LOC105144895,Cpla|SGF53032,Dqua|LOC106751677,Hsal|LOC105187925,Obir|LOC105275854,Orug|SGF74552,Sinv|LOC105202658,1348.5859135092599,0.070050449669438,0.3156512373276961,0.941186671886615,154.831373472935,-0.188461635371261,0.331068377541732,0.6980475378513411,22.300324751444503,-0.309307480627283,0.27415061243018696,0.865307257867749,262.61048607808897,0.19871600444604692,0.14037220060920802,0.26618467754340897,127.855271548521,-0.230272730660119,0.24529772197789496,0.711979911292713,15.033734460729498,1.23589312654295,0.294459349405105,0.000208613604012593,592.432590206764,0.879678259768314,0.327633410415414,0.0376392493761774
650,Aech|LOC105143900,Cpla|SGF52582,Dqua|LOC106744458,Hsal|LOC105181355,Obir|LOC105277634,Orug|SGF60595,Sinv|LOC105200389,165.737422010802,0.141368464096229,0.315568615706628,0.8681670848309558,162.366659949124,-0.18643753178960096,0.13108335507479,0.277338243318144,840.788836006592,-0.238111760791204,0.20665486320571105,0.8608559917310609,1047.75471932063,0.0294685659932433,0.09933204290987,0.8463217075781558,80.0205933897725,0.00471223740025484,0.23490833231219396,0.9956952208705542,504.23024813913696,0.194236718626482,0.091663488655669,0.08826181788231001,114.154443875017,-0.0558807870961051,0.297892128781392,0.923290190448173
654,Aech|LOC105153335,Cpla|SGF48288,Dqua|LOC106744013,Hsal|LOC105182689,Obir|LOC105277202,Orug|SGF67012,Sinv|LOC105193209,3084.4109259955103,-0.150083896554154,0.178366854794566,0.731989549575225,2016.99408885915,-0.10273198260857301,0.08815427288782099,0.38799860591442803,781.986180093937,0.0399782177719537,0.091933313553501,0.962498033425775,2396.3797891702397,0.102508502704253,0.0556884478032049,0.134108198123841,4185.17388012649,0.169698096677389,0.145342990002091,0.620113950605911,1560.3116920113198,0.0566985009813439,0.0312882093710378,0.156296905124993,3234.42860939544,-0.199345033961712,0.157979430514035,0.408674126826439
656,Aech|LOC105149923,Cpla|SGF52662,Dqua|LOC106751058,Hsal|LOC105187198,Obir|LOC105277400,Orug|SGF79164,Sinv|LOC105199419,1930.44290901095,0.19730563731083808,0.140051005013335,0.506532296925855,971.12230766013,0.302547772691448,0.0812962547474002,0.0012309924464306804,724.525609835529,-0.0716336821884545,0.0968491897827472,0.932905217080978,3240.199678357789,0.0556337544122243,0.0700883553973129,0.5684517959883559,5725.02528827444,0.9147112589657908,0.215386845379499,0.0009893349829453787,611.061791051294,-0.179843913155648,0.0838317759239008,0.0837730531937896,1787.3189647122101,0.30543806143622804,0.16318015911246694,0.185522213533526
659,Aech|LOC105153364,Cpla|SGF51740,Dqua|LOC106743026,Hsal|LOC105184533,Obir|LOC105287635,Orug|SGF70162,Sinv|LOC105200209,2402.75672582868,0.148941176414594,0.302126742658498,0.853723654358581,275.058565947609,0.13923186532649898,0.772352140829592,0.9073018575902081,231.152095151249,-0.583414852465823,0.37233868686683297,0.7753335377609449,330.412148131395,0.527042477126213,0.663561675860369,0.5682052516142221,44.882194367312295,-0.32507564039643394,0.24799418513256602,0.553344068369767,92.4734581998958,0.00101167996542433,0.268991942163268,0.997655717485193,761.557653018433,0.886319483742221,0.239067540120163,0.00203339935502793
673,Aech|LOC105147526,Cpla|SGF54287,Dqua|LOC106747116,Hsal|LOC105184690,Obir|LOC105276963,Orug|SGF80549,Sinv|LOC105197902,1971.7915766349201,-0.139521958360028,0.184558326986478,0.7629996993645022,1748.01463567733,0.0645173952005542,0.0793137647448603,0.565085860044693,782.8154255375972,0.0900910747805783,0.13160396331684598,0.938127121598826,701.676493902023,0.0769472402319632,0.08618975286670097,0.514430326486213,1023.3133155244701,-0.2515741579253,0.165380051556894,0.459490165808094,78.4751417398582,-0.446235371630399,0.146404059152433,0.00971853862345843,1088.8889159522,-0.197618278609912,0.24777646880064305,0.636277992113244
675,Aech|LOC105148016,Cpla|SGF51665,Dqua|LOC106747764,Hsal|LOC105190189,Obir|LOC105280778,Orug|SGF62069,Sinv|LOC105199782,2708.50256315472,-0.185494209571477,0.205762519066946,0.7132587049493331,2007.17235901552,-0.4992047393295971,0.10618598811579302,2.9029102715102e-05,1228.13237886984,0.13992506478159694,0.16424177652612698,0.905632666430857,1104.0981055020402,-0.730724500516963,0.21448406401832,0.0029559629138484604,10929.999386414,-0.0659631384580776,0.14689634997700798,0.8953573503898109,560.561250098481,-0.303772271605596,0.119880814946295,0.0361662302182861,289.010043682751,-0.303722064885341,0.332893466790817,0.575996250084751
677,Aech|LOC105146000,Cpla|SGF62537,Dqua|LOC106746940,Hsal|LOC105181499,Obir|LOC105287874,Orug|SGF63107,Sinv|LOC105193097,24316.146001952402,-0.5691081029859979,0.292507485525424,0.302975264088769,2592.68415605459,0.0888795661760109,0.102457230798996,0.53744343295579,3487.81916617661,-0.24787062007571306,0.127799121082682,0.630238887061437,2106.63684208496,0.0811362945451104,0.0712015677386122,0.38668979718306495,4366.50313956609,-0.19534650902667106,0.147630522268314,0.548530338755894,953.245271295463,0.0340549093281565,0.0920079920681571,0.819835431834256,15573.097680756498,-0.348951967937464,0.48721120499215,0.675872267732793
696,Aech|LOC105152840,Cpla|SGF53539,Dqua|LOC106747627,Hsal|LOC105187409,Obir|LOC105276114,Orug|SGF75825,Sinv|LOC105193567,1654.17917726916,0.034670111071162996,0.235672651988366,0.9630821485278492,45.2199884598199,0.283483278422218,0.249061564977011,0.401120873226249,576.375695793785,-0.146785500941956,0.1548401026652,0.888540005887354,307.640949348022,0.252552397817995,0.0877592479378832,0.0136170595999492,264.049169831095,-0.24093802522553,0.168544672614167,0.5007998207107179,200.005757244039,0.219155517854233,0.11560525276202804,0.13413043854466,2491.50762514831,-0.0327006736088836,0.308288370197469,0.95993097337446
710,Aech|LOC105152181,Cpla|SGF54874,Dqua|LOC106747041,Hsal|LOC105188766,Obir|LOC105277440,Orug|SGF75111,Sinv|LOC105198561,1243.15555074185,0.2303161557488161,0.21969550836775,0.6558298287740361,1549.72764619587,0.146778232689065,0.0876248142670067,0.190290789520278,354.886513633647,-0.216121320710744,0.113493819307727,0.64842284404906,1071.61808737136,0.0360375106423555,0.0659475853366936,0.705956689679524,15618.5814608375,-0.26421186301676397,0.148948184019717,0.3474269901192429,2154.4521466975198,-0.646918364743593,0.0857358163584815,1.96254755009145e-12,688.3495823347771,-0.406067915800121,0.313249431133112,0.393472384726712
711,Aech|LOC105150475,Cpla|SGF63188,Dqua|LOC106741194,Hsal|LOC105181913,Obir|LOC105276184,Orug|SGF79326,Sinv|LOC105198598,4557.10028597954,-0.14261874151749301,0.360935172532142,0.883254741725155,58.502985967228796,-0.19798655709167,0.29249687952594605,0.64043041171157,36.03279343495221,-0.576590925575904,0.249821660431846,0.496705039380275,8.04694221673168,0.991867004912856,0.56669319808092,0.157181419863529,157.554791752975,0.204892580754045,0.18740302362122305,0.651986477946973,148.02459578557,0.0777526383496676,0.24634888743361202,0.848283689869879,247.460643797383,2.15694318449309,0.31498027747842106,4.74874038790532e-10
713,Aech|LOC105144673,Cpla|SGF64709,Dqua|LOC106744561,Hsal|LOC105192388,Obir|LOC105278115,Orug|SGF73639,Sinv|LOC105205734,1538.41004118676,-0.0109099712354875,0.10178100129592199,0.973463980518851,779.0860344036612,0.259852559095805,0.0954794752867957,0.0226875751895011,751.064858445442,-0.021833540120158,0.133102510490025,0.9857975544275358,2585.51019866107,-0.10186345611282302,0.115604400223387,0.5206996007086571,7068.259296108059,0.318190320994258,0.129296813785812,0.11870211442626699,519.071595221253,0.301044009123852,0.17338869847969,0.176964435330985,15281.230199829699,0.000584914466439081,0.25570807048972,0.998817128188038
